queryNum,queryID,variantID,queryText
723,126177,3893288,"Select a.ProductName, count(a.Productname)         From (Select distinct samsungBuyers.ProductName, samsungBuyers.CustomerId, samsungBuyers.PurchaseId     From (Select distinct cu.CustomerId         From ((Products po inner join Purchases pu on po.ProductId = pu.ProductId) inner join Customers cu on cu.CustomerId = pu.CustomerId)          Where ( po.BrandName = ""Apple"" or po.BrandName = ""Google"" )         order by cu.CustomerId) agBuyers,                  (Select distinct cu.CustomerId, cu.FirstName, cu.PhoneNumber, po.ProductName, pu.PurchaseId         From ((Products po inner join Purchases pu on po.ProductId = pu.ProductId) inner join Customers cu on cu.CustomerId = pu.CustomerId)          Where ( po.BrandName = ""Samsung"")         order by cu.CustomerId) samsungBuyers,                  (Select CustomerId         From Customers         Where Firstname like ""J%"" or PhoneNumber like ""%4"") nameMatches     Where samsungBuyers.CustomerId = agBuyers.CustomerId or samsungBuyers.FirstName Like ""J%"" or samsungBuyers.PhoneNumber Like ""%4"") ans Group by a.ProductName"
724,318960,3893288,"SELECT DISTINCT ProductName,COUNT(CustomerId) FROM Purchases NATURAL JOIN Products WHERE BrandName='Samsung' AND      ((CustomerId IN (SELECT DISTINCT CustomerId    FROM Customers  WHERE FirstName='J%'))      OR (CustomerId IN (SELECT DISTINCT CustomerId   FROM Customers  WHERE PhoneNumber='%4'))      OR      (CustomerId IN (SELECT DISTINCT P.CustomerId              FROM Purchases P         WHERE EXISTS(SELECT *                      FROM Products NATURAL JOIN Brands                      WHERE P.ProductId=ProductId AND (BrandName='Apple'OR BrandName='Google')))                      )) GROUP BY ProductName ORDER BY ProductName;"
725,30205,3893288,"SELECT a.ProductName, COUNT(*) FROM (SELECT custs.FirstName, Products.ProductName FROM Purchases INNER JOIN Products ON Purchases.ProductId=Products.ProductId INNER JOIN (SELECT * 	FROM Customers 	WHERE Customers.FirstName=""J%"" OR Customers.PhoneNumber % 10 = 4 	UNION  	SELECT Customers.CustomerId, Customers.FirstName, Customers.LastName, Customers.PhoneNumber 	FROM Customers 	INNER JOIN Purchases ON Customers.CustomerId = Purchases.CustomerId  	INNER JOIN Products ON Purchases.ProductId = Products.ProductId 	WHERE Products.BrandName=""Apple"" OR Products.BrandName=""Google"") as custs  ON Purchases.CustomerId=custs.CustomerId WHERE Products.BrandName = ""Samsung"") as subq GROUP BY a.ProductName"
726,12098,3893288,"SELECT b.ProductName, count(*) FROM           ((SELECT cu.CustomerId     FROM Customers cu     WHERE cu.FirstName LIKE ""J%"" OR cu.PhoneNumber LIKE ""%4"")           UNION          (SELECT pu.CustomerId     FROM Purchases pu JOIN Products pr ON pu.ProductId = pr.ProductId     WHERE pr.BrandName = ""Apple"" OR pr.BrandName = ""Google"")) a       JOIN         (SELECT pu.CustomerId, pu.ProductId, pr.ProductName     FROM Purchases pu JOIN Products pr ON pu.ProductId = pr.ProductId     WHERE pr.BrandName = ""Samsung"") samsung          ON b.CustomerId = a.CustomerId GROUP BY b.ProductName;    "
727,186896,3893288,"SELECT c.ProductName, COUNT(*) FROM Customers a NATURAL JOIN Purchases b NATURAL JOIN Products pt WHERE (c.BrandName = 'Samsung') AND ((a.FirstName LIKE 'J%') OR (a.PhoneNumber LIKE '%4')  OR (EXISTS(SELECT *              FROM Customers c2 NATURAL JOIN Purchases pr2 NATURAL JOIN Products pt2              WHERE (pt2.BrandName = 'Apple') AND (c2.CustomerId = a.CustomerId))) OR (EXISTS(             SELECT *             FROM Customers c2 NATURAL JOIN Purchases pr2 NATURAL JOIN Products pt2              WHERE (pt2.BrandName = 'Google') AND (c2.CustomerId = a.CustomerId)))) GROUP BY c.ProductName, c.BrandName ORDER BY c.ProductName"
728,83742,3893288,"SELECT a.ProductName, COUNT(c.CustomerID) FROM Products prod JOIN Purchases b ON a.ProductId = b.ProductId JOIN Customers c ON b.CustomerId = c.CustomerId WHERE a.BrandName = 'Samsung' AND (c.FirstName LIKE 'J%'  OR c.PhoneNumber LIKE '%4'  OR c.CustomerId IN ( SELECT p.CustomerId FROM Purchases p JOIN Products a ON p.ProductId = a.ProductId WHERE a.BrandName = 'Apple' OR a.BrandName = 'Google' GROUP BY p.CustomerId ) ) GROUP BY ProductName ORDER BY a.ProductName ASC ; "
729,38711,3893288,"SELECT ProductName, COUNT(CustomerId) FROM Purchases a NATURAL JOIN Customers b NATURAL JOIN Products Pro  WHERE (BrandName = 'Samsung' AND      (FirstName Like 'J%'     OR PhoneNumber Like '%4'     OR CustomerId IN                      (SELECT CustomerId                     FROM Purchases a NATURAL JOIN Customers b NATURAL JOIN Products Pro                     WHERE a.ProductId=c.ProductId AND                      (c.BrandName='Apple' OR c.BrandName='Google'))     ))  GROUP BY ProductName ORDER BY ProductName "
730,33334,3893288,"select Products.ProductName, count(*)  FROM Products,Customers,Purchases WHERE (Products.BrandName = 'Samsung') AND (Customers.CustomerId = Purchases.CustomerId) AND (Purchases.ProductId = Products.ProductId) AND Customers.FirstName IN (SELECT DISTINCT FirstName                   FROM Customers c, Purchases p1, Products p2                   WHERE (c.FirstName LIKE 'J%') OR (c.PhoneNumber LIKE '%4') OR ((p2.BrandName = 'Apple' OR p2.BrandName='Google') AND (c.CustomerId = p1.CustomerId AND p1.ProductId = p2.ProductId) ))  GROUP BY Products.ProductName  "
731,336531,3893288,"Select b.ProductName, count(*) from Purchases a join Products b  on a.ProductId = b.ProductId where b.BrandName='Samsung' and a.CustomerId in  ( Select Customers.CustomerId from  Customers join Purchases join Products  on Customers.CustomerId = Purchases.CustomerId and Products.ProductId = Purchases.ProductId where Customers.FirstName like 'J%' or Customers.PhoneNumber='%4' or Products.BrandName='Apple' or  Products.BrandName='Google') group by a.ProductId order by b.ProductName"
732,331920,3893288,"SELECT ProductName, COUNT(QualifiedCustomers.CustomerId) FROM  (SELECT DISTINCT c.CustomerId FROM Purchases pur, Customers c, Products pr WHERE c.CustomerId = pur.CustomerId AND pr.ProductId = pur.ProductId AND (c.FirstName LIKE ""J%"" OR c.PhoneNumber LIKE ""%4"" OR pr.BrandName = ""Apple"" OR pr.BrandName = ""Google"")) AS QualifiedCustomers, Purchases pp, Products prr  WHERE prr.BrandName = ""Samsung"" AND QualifiedCustomers.CustomerId = pp.CustomerId AND pp.ProductId = prr.ProductId GROUP BY ProductName ORDER BY ProductName"
733,6193,3893288,"select b.ProductName, count(1) from Customers b join (select p.CustomerId, pr.ProductName from Purchases p join Products pr on p.ProductId = pr.ProductId where p.ProductId in (select ProductId from Products where BrandName = ""Samsung"")) b on b.CustomerId = b.CustomerId where b.FirstName like ""J%"" or b.PhoneNumber like ""%4"" or b.CustomerId in (select distinct p.CustomerId from Purchases p where p.ProductId in ( select ProductId from Products where BrandName in (""Apple"",""Google""))) group by b.CustomerId,b.ProductName"
734,35368,3893288,"SELECT a.ProductName, count(*) FROM Products a, Purchases WHERE a.BrandName = ""Samsung"" AND Purchases.ProductId = a.ProductId AND (     EXISTS (         SELECT CustomerId         FROM Customers         WHERE Customers.CustomerId = Purchases.CustomerId         AND Customers.FirstName LIKE 'J%' OR MOD(Customers.PhoneNumber, 10) = 4     )     OR EXISTS (         SELECT Products.ProductId         FROM Products         JOIN Purchases p2 ON p2.ProductId = Products.ProductId         WHERE Purchases.CustomerId = p2.CustomerId         AND Products.BrandName in (""Apple"", ""Google"")     ) ) GROUP BY ProductName"
735,35801,3893288,"select Products.ProductName, count(*) from Customers inner join Purchases on Purchases.CustomerId=Customers.CustomerId  inner join Products on Products.BrandName='Samsung' and Products.ProductId=Purchases.ProductId and (Customers.FirstName like 'J%' or Customers.PhoneNumber like '%4'  or exists(         select *          from Products p          inner join Purchases pur on p.ProductId=pur.ProductId         where Customers.CustomerId=pur.CustomerId and p.BrandName in ('Apple', 'Google')         group by ProductName     ) ) group by ProductName order by ProductName;"
736,5498,3893288,"SELECT a.ProductName, COUNT(c.CustomerId) FROM Products pro INNER JOIN Purchases b ON a.ProductId = b.ProductId INNER JOIN Customers c ON b.CustomerId = c.CustomerId WHERE (a.BrandName = 'SAMSUNG') AND  (     (c.FirstName LIKE 'J%') OR     (c.PhoneNumber LIKE '%4') OR     exists (         SELECT * FROM Products pro2         INNER JOIN Purchases pur2 ON pro2.ProductId = pur2.ProductId         INNER JOIN Customers c2 ON pur2.CustomerId = c2.CustomerId         WHERE c2.CustomerId = c.CustomerId AND (             (pro2.BrandName = 'Apple') OR (pro2.BrandName = 'Google')         )     ) ) GROUP BY a.ProductName ORDER BY a.ProductName; "
737,34712,3893288,"select distinct     pr.ProductName, a.cnt from     (Purchases pu, Products pr) inner join (select     count(*) cnt, pu.ProductId pid from     Purchases pu, Products pr, Customers c where ((pr.BrandName = 'Samsung' and pu.ProductId = pr.ProductId and c.CustomerId = pu.CustomerId)     and (         (c.FirstName like 'J%' and c.CustomerId = pu.CustomerId)         or (c.PhoneNumber like '%4' and c.CustomerId = pu.CustomerId)         or (pu.CustomerId in (             select                 pu.CustomerId             from                 Purchases pu, Products pr             where (pu.ProductId = pr.ProductId and pr.BrandName in (""Apple"", ""Google""))             ))         )     ) group by pu.ProductId) cond on a.pid = pr.ProductId where pr.ProductId = a.pid order by pr.ProductName"
738,5467,3893288,"select a.ProductName, (     select count(cust.CustomerId)     from Purchases purch     join Customers cust      on (purch.CustomerId = cust.CustomerId)     where (purch.ProductId=a.ProductId) and     (cust.PhoneNumber%10=4 or      cust.FirstName LIKE ""J%"" or     (cust.CustomerId in (         select purch_2.CustomerId         from Purchases purch_2         join Products Pro         on (Pro.ProductId = purch_2.ProductId)         where Pro.BrandName=""Google"" or         Pro.BrandName=""Apple"" )))) as num from Products prod where a.BrandName = ""Samsung"" order by a.ProductName asc;"
739,313229,3893288,"select b.ProductName, Count(c.CustomerId) from Purchases a join Products b on a.ProductId = b.ProductId join Customers c on a.CustomerId = c.CustomerId where b.BrandName = 'Samsung'and (c.FirstName like 'J%' or CAST(c.PhoneNumber as CHAR) like '%4' or  c.CustomerId in (select pc2.CustomerId from Products pd2 join Purchases pc2 on pd2.ProductId = pc2.ProductId where pd2.BrandName = 'Apple' or pd2.BrandName = 'Google')) group by b.ProductId order by b.ProductName"
740,310293,3893288,"select ProductName, count(Customers.CustomerId) from (Purchases left join Customers on Purchases.CustomerId = Customers.CustomerId)     left join Products on Purchases.ProductId = Products.ProductId     left join Brands a on Products.BrandName = a.BrandName     where a.BrandName = 'Samsung' and ((FirstName like 'J%') or (PhoneNumber like '%4')        or Customers.CustomerId in           (select CustomerId from Purchases left join Products P on Purchases.ProductId = P.ProductId             where P.BrandName = 'Google' or P.BrandName = 'Apple')) group by Purchases.ProductId order by ProductName;"
741,5739,3893288,"SELECT Products.ProductName, COUNT(Customers.CustomerId) FROM ((Products INNER JOIN Purchases ON Products.ProductId = Purchases.ProductId) INNER JOIN Customers ON Purchases.CustomerId = a by samsun WHERE Products.BrandName = 'Samsung' AND (     #starts with J     Customers.FirstName LIKE 'J%'     OR     #phone number ends w 4     Customers.PhoneNumber LIKE '%4'     OR     #also purchased apple or google product     Customers.CustomerId IN (     #returns list of customers who have bought google or apple products         SELECT Customers.CustomerId     FROM ((Products     INNER JOIN Purchases ON Products.ProductId = Purchases.ProductId)     INNER JOIN Customers ON Purchases.CustomerId = Customers.CustomerId)     WHERE BrandName = 'Google' OR BrandName = 'Apple')     ) GROUP BY Products.ProductName ORDER BY Products.ProductName"
742,32969,3893288,"select Products.ProductName, count(Customers.CustomerId) from Customers join Purchases on Purchases.CustomerId = Customers.CustomerId join Products on Purchases.ProductId = Products.ProductId where Products.BrandName = 'Samsung' and (Customers.FirstName like 'J%' or Customers.PhoneNumber like '%4' or exists(select * from Products join Purchases on Products.ProductId = Purchases.ProductId where Customers.CustomerId = Purchases.CustomerId and (Products.BrandName = 'Apple' or Products.BrandName = 'Google'))) group by Products.ProductId order by Products.ProductName;"
743,4397,3893288,"SELECT a.ProductName, (SELECT count(C.CustomerId) FROM Purchases P JOIN Customers C ON (P.CustomerId = C.CustomerId) WHERE (P.ProductId=a.ProductId) AND (C.FirstName LIKE ""J%"" OR C.PhoneNumber%10=4 OR (C.CustomerId IN      (         SELECT purch.CustomerId         FROM Purchases purch         JOIN Products Pro ON (Pro.ProductId = purch.ProductId)         WHERE Pro.BrandName=""Google"" OR Pro.BrandName=""Apple"" )))) as cnt FROM Products Ps WHERE a.BrandName = ""Samsung"" HAVING cnt > 0 ORDER BY a.ProductName;"
744,33861,3893288,"SELECT ProductName, COUNT(*) FROM Products JOIN Purchases ON Purchases.ProductId = Products.ProductId WHERE Products.BrandName = ""Samsung""  AND (      EXISTS (         SELECT CustomerId         FROM Customers         WHERE Customers.CustomerId = Purchases.CustomerId AND (Customers.FirstName LIKE 'J%' OR MOD(Customers.PhoneNumber, 10) = 4)     )     OR (         EXISTS (             SELECT Products.ProductId             FROM Products             JOIN Purchases p2 ON p2.ProductId = Products.ProductId             WHERE Purchases.CustomerId = p2.CustomerId             AND Products.BrandName in (""Apple"", ""Google"")                  )      ) ) GROUP by ProductName ORDER by ProductName"
745,202279,3893288,"SELECT ProductName, COUNT(CustomerId) FROM Products NATURAL JOIN Purchases WHERE BrandName = 'Samsung' AND (CustomerId IN ( SELECT DISTINCT CustomerId FROM Customers WHERE FirstName LIKE 'J%' OR PhoneNumber LIKE '%4' ) OR CustomerId IN ( SELECT DISTINCT CustomerId FROM Purchases NATURAL JOIN Products WHERE BrandName = 'Apple' OR BrandName = 'Google' )) GROUP BY ProductId ORDER BY ProductName"
746,126834,3893288,"SELECT ProductName, COUNT(CustomerId) FROM Products NATURAL JOIN (Purchases NATURAL JOIN Customers) WHERE BrandName = 'Samsung' AND (     CustomerId IN (SELECT CustomerId          FROM Products NATURAL JOIN (Purchases NATURAL JOIN Customers)          WHERE BrandName = 'Apple' OR BrandName = 'GOOGLE')      OR MOD(PhoneNumber, 10) = 4.0 OR FirstName LIKE 'J%') GROUP BY ProductName ORDER BY ProductName"
747,7926,3893288,"select ProductName, count(ProductName) from Purchases left join Products on Purchases.ProductId = Products.ProductId where BrandName = ""Samsung"" and CustomerId in  (select Customers.CustomerId as CustomerId from Purchases left join Customers on Purchases.CustomerId = Customers.CustomerId left join Products on Purchases.ProductId = Products.ProductId where BrandName = ""Apple"" or BrandName = ""Google"" or substring(Customers.FirstName, 1, 1) = ""J"" or Customers.PhoneNumber % 10 = 4) group by ProductName"
748,36316,3893288,"SELECT DISTINCT ProductName AS pn, COUNT(pur.CustomerId) FROM (Purchases pur JOIN Products pro ON pur.ProductId = pro.ProductId) JOIN Customers b ON pur.CustomerId = b.CustomerId WHERE pro.BrandName = 'Samsung' AND (b.FirstName LIKE 'J%' OR MOD(b.PhoneNumber, 10) = 9 OR EXISTS(SELECT p.CustomerId AS cid FROM Purchases p JOIN Products pr ON p.ProductId = pr.ProductId WHERE p.CustomerId = pur.CustomerId AND (pr.BrandName = 'Apple' OR pr.BrandName = ""Google""))) GROUP BY pur.ProductId ORDER BY ProductName;"
749,31860,3893288,"select Products.ProductName, count(*) from Purchases left join Products on Products.ProductId = Purchases.ProductId where CustomerId in (  select Customers.CustomerId from Customers left outer join Purchases on Purchases.CustomerId = Customers.CustomerId left join Products on Products.ProductId = Purchases.ProductId where (FirstName like ""J%"") or (PhoneNumber % 10 = 4) or (BrandName in (""Apple"", ""Google""))  ) and Products.BrandName = ""Samsung"" group by Products.ProductName, CustomerId"
750,34139,3893288,"SELECT Products.ProductName, COUNT(*)  FROM Customers JOIN Purchases ON Customers.CustomerId = Purchases.CustomerId JOIN Products ON Purchases.ProductId = Products.ProductId WHERE Products.BrandName = 'Samsung'  AND (Customers.FirstName LIKE 'J%'  OR Customers.PhoneNumber LIKE '%4'  OR EXISTS (SELECT * FROM Products JOIN Purchases ON Purchases.ProductId = Products.ProductId WHERE Customers.CustomerId = Purchases.CustomerId AND (Products.BrandName = 'Apple' OR Products.BrandName = 'Google'))) GROUP BY Products.ProductId ORDER BY Products.ProductName;"
751,33326,3893288,"SELECT ProductName, COUNT(CustomerId)     FROM Customers NATURAL JOIN Purchases NATURAL JOIN Products     WHERE BrandName = ""Samsung"" AND (FirstName LIKE ""J%"" OR PhoneNumber LIKE ""%4"" OR CustomerId IN (             SELECT CustomerId                 FROM Purchases NATURAL JOIN Products                 WHERE BrandName = ""Apple"" OR BrandName = ""Google""         ))     GROUP BY ProductName     ORDER BY ProductName"
752,36288,3893288,"SELECT b.ProductName, COUNT(*) FROM Purchases a JOIN Products b on a.ProductId = b.ProductId  JOIN Customers c on c.CustomerId = a.CustomerId where b.BrandName = 'Samsung'      AND (LEFT(c.FirstName, 1) = 'J'      OR RIGHT(c.PhoneNumber, 1) = 4     OR c.CustomerId in (         SELECT a.CustomerId          FROM Purchases a JOIN Products b on a.ProductId = b.ProductId         where b.BrandName = 'Google' or b.BrandName = 'Apple'     )) GROUP BY b.ProductName;"
753,33496,3893288,"SELECT ProductName, COUNT(ProductName) FROM Products JOIN Purchases ON Products.ProductId = Purchases.ProductId WHERE BrandName = ""Samsung"" AND Purchases.CustomerId IN (     SELECT CustomerId     FROM Customers     WHERE FirstName LIKE ""J%"" OR PhoneNumber LIKE ""%4"" ) GROUP BY ProductName ORDER BY ProductName; "
754,34474,3893288,"SELECT DISTINCT c.ProductName, count(a.CustomerId) from Customers a NATURAL JOIN Purchases b NATURAL JOIN Products pr WHERE c.BrandName = 'Samsung'  AND (a.FirstName LIKE 'J%' OR a.PhoneNumber LIKE '%4' OR (SELECT DISTINCT count(*) from Customers c1 NATURAL JOIN Purchases pu1 NATURAL JOIN Products pr1 WHERE (pr1.BrandName = 'Apple' or pr1.BrandName = 'Google') AND c1.CustomerId = a.CustomerId) > 0)   GROUP BY c.ProductName ORDER BY ProductName ASC"
755,5259,3893288,"SELECT ProductName, count(CustomerId) FROM Purchases NATURAL JOIN Products WHERE BrandName = 'Samsung' AND CustomerId IN (SELECT CustomerId FROM Customers WHERE FirstName LIKE 'J%' OR MOD(PhoneNumber, 10) = 4 OR CustomerId In (SELECT DISTINCT CustomerId FROM Purchases NATURAL JOIN Products WHERE BrandName = 'Apple' OR BrandName = 'Google')) GROUP BY ProductName  ORDER BY ProductName ASC;"
756,5265,3893288,"SELECT c.ProductName, COUNT(a.CustomerId) FROM Customers c1 NATURAL JOIN Purchases pc1 NATURAL JOIN Products p1 WHERE c.BrandName = 'Samsung' AND (a.FirstName LIKE 'J%' OR a.PhoneNumber % 10 = 4 OR a.CustomerId IN (         SELECT DISTINCT c2.CustomerId          FROM Customers c2         NATURAL JOIN Purchases pc2         NATURAL JOIN Products p2         WHERE p2.BrandName = 'Apple' OR p2.BrandName = 'Google'     ) ) GROUP BY c.ProductName ORDER BY c.ProductName ASC "
757,5503,3893288,"SELECT a.ProductName, COUNT(a.CustomerId) FROM (     SELECT C1.CustomerId, Pr1.ProductId, Pr1.ProductName     FROM Customers C1     INNER JOIN Purchases P1 ON P1.CustomerId = C1.CustomerId     INNER JOIN Products Pr1 ON Pr1.ProductId = P1.ProductId     WHERE Pr1.BrandName = ""Samsung""     AND     (         EXISTS (             SELECT *             FROM Customers C2             INNER JOIN Purchases P2 ON P2.CustomerId = C2.CustomerId             INNER JOIN Products Pr2 ON Pr2.ProductId = P2.ProductId             WHERE C2.CustomerId = C1.CustomerId AND Pr2.BrandName IN (""Apple"", ""Google"")         )         OR C1.FirstName LIKE ""J%""         OR C1.PhoneNumber LIKE ""%4""     ) ) XXX GROUP BY a.ProductId ORDER BY a.ProductName"
758,5271,3893288,"SELECT DISTINCT Products.ProductName, COUNT(*) FROM Products, Purchases NATURAL JOIN Customers c WHERE Purchases.ProductId = Products.ProductId      AND Products.BrandName = 'Samsung'     AND ( (Purchases.CustomerId = a.CustomerId AND a.FirstName LIKE 'J%') OR (Purchases.CustomerId = a.CustomerId AND a.PhoneNumber % 10 = 4.0) OR (Purchases.CustomerId IN                                      (SELECT DISTINCT Purchases.CustomerId                                      FROM Purchases, Products                                      WHERE Purchases.ProductId = Products.ProductId AND (BrandName = 'Apple' or BrandName = 'Google') ) )         ) GROUP BY Products.ProductName ORDER BY Products.ProductName"
759,324318,3893288,"SELECT a.ProductName, COUNT(b.CustomerId) FROM Products a INNER JOIN Purchases b ON a.ProductId = b.ProductId WHERE a.BrandName = 'Samsung' AND b.CustomerId IN (      SELECT c.CustomerId     FROM Customers c INNER JOIN Purchases pr ON c.CustomerId = pr.CustomerId     WHERE c.FirstName LIKE 'J%' OR c.PhoneNumber LIKE '%4' OR c.CustomerId IN           (SELECT p.CustomerId         FROM Purchases p  INNER JOIN Products pd ON p.ProductId = pd.ProductId         WHERE BrandName = 'Apple' OR BrandName='Google')     ) GROUP BY (a.ProductId) ORDER BY a.ProductName  ;"
760,4769,3893288,"SELECT ProductName, COUNT(CustomerId) FROM Customers NATURAL JOIN (SELECT CustomerId, ProductId                              FROM Purchases                              WHERE ProductId = ANY (SELECT ProductId                                                      FROM Products                                                      WHERE BrandName = 'Samsung')) SamsungCustomers                NATURAL JOIN Products WHERE FirstName = 'J%' OR        PhoneNumber % 10 = 4 OR        CustomerId = ANY(SELECT CustomerId                        FROM Purchases                        WHERE ProductId = ANY (SELECT ProductId                                                FROM Products                                                WHERE BrandName = 'Apple' OR                                                      BrandName = 'Google'))  GROUP BY ProductName ORDER BY ProductName"
761,35385,3893288,"SELECT a.ProductName, (SELECT COUNT(*) FROM Purchases as Pur WHERE a.ProductId = Pur.ProductId AND Pur.CustomerId IN (SELECT Cu.CustomerId FROM Customers as Cu WHERE Cu.FirstName LIKE 'J%' OR Cu.PhoneNumber LIKE '%4' OR Cu.CustomerId IN (SELECT Purr.CustomerId FROM Purchases as Purr WHERE Purr.ProductId IN (SELECT PPP.ProductId FROM Products as PPP WHERE PPP.BrandName = 'Apple' OR PPP.BrandName = 'Google' ))) )  AS CCC FROM Products as Pro WHERE a.BrandName = 'Samsung' ORDER BY a.ProductName"
762,332195,3893288,"SELECT a.ProductName, count(a.productName) From Products a, Customers Natural Join Purchases as temp Where BrandName = ""Samsung"" AND (a.productId = tema.ProductId AND                                      (FirstName LIKE ""J%"" OR PhoneNumber LIKE '%4' OR                                      tema.CustomerId in (Select CustomerId                                      From Purchases Natural Join Products                                      Where BrandName = ""Apple"" OR BrandName = ""Google"")                                     )                                 )     Group by a.ProductName"
763,335822,3893288,"select b.ProductName, count(a.CustomerId) from Purchases as a left join Products as b on a.ProductId = b.ProductId where b.BrandName = ""Samsung"" and (a.CustomerId in  (select CustomerId from Customers where FirstName like ""J%"" or ("""" + PhoneNumber like ""%4"")) or  a.CustomerId in (select distinct CustomerId from Purchases left join Products on Purchases.ProductId = Products.ProductId where Products.BrandName = ""Apple"" or Products.BrandName = ""Google"")) group by a.ProductId order by b.ProductName"
764,36117,3893288,"SELECT ProductName, COUNT(CustomerId) FROM Products NATURAL JOIN Purchases NATURAL JOIN Customers WHERE BrandName = 'Samsung'     AND (FirstName LIKE 'J%' OR PhoneNumber % 10 = 4 OR CustomerId IN (             SELECT CustomerId             FROM Purchases NATURAL JOIN Products             WHERE BrandName IN ('Apple', 'Google')             )         ) GROUP BY ProductName ORDER BY ProductName;"
765,7276,3893288,"SELECT      ProductName, COUNT(CustomerId) AS number FROM     (SELECT          a.ProductId,             a.ProductName,             c.CustomerId,             c.FirstName,             c.LastName,             c.PhoneNumber     FROM         Products a     JOIN Purchases b     JOIN Customers c     WHERE         brandname = 'Samsung'             AND a.ProductId = b.ProductId             AND b.CustomerId = c.CustomerId) d WHERE     a.FirstName LIKE 'Z%'         OR a.PhoneNumber LIKE '%5'         OR a.CustomerId IN (SELECT DISTINCT             CustomerId         FROM             Purchases         WHERE             ProductId IN (SELECT                      ProductId                 FROM                     Products                 WHERE                     BrandName = 'Apple'                         OR BrandName = 'Google')) GROUP BY ProductName ORDER BY ProductName    "
766,313213,3893288,"select ProductName, count(a.CustomerId) from Customers a join          (select ProductName,CustomerId         from Purchases P join             (select ProductName, ProductId             from Products             where BrandName=""Samsung"") as T         on T.ProductId = P.ProductId) as T1     on a.CustomerId = b.CustomerId where a.FirstName like ""J%"" or a.PhoneNumber like ""%4"" or a.CustomerId in     (select CustomerId     from Purchases P1 join         (select ProductId         from Products         where BrandName=""Apple"" or BrandName=""Google"") as T2     on T2.ProductId = P1.ProductId) group by ProductName order by ProductName asc"
767,33331,3893288,"Select temp.ProductName, Count(temp.PurchaseId) From (Select *      From Products Prod Natural Join Purchases Purch) as temp, Customers C Where (temp.BrandName = ""Samsung"") and (C.CustomerId = temp.CustomerId) and      (C.FirstName Like 'J%' or C.PhoneNumber Like '%4'          or temp.CustomerId In (Select Cus.CustomerId                                 From (Select *                                        From Products Prod Natural Join Purchases Purch) as temp2, Customers Cus                                       Where (Cus.CustomerId = temp2.CustomerId) and (temp2.BrandName = ""Apple"" or temp2.BrandName = ""Google"")                                       )) Group By temp.ProductName Order By temp.ProductName; "
768,34476,3893288,"select a.ProductName, count(a.CustomerId) from (select PurchaseId, CustomerId, tb1.ProductId, ProductName, BrandName from (select * from Products where BrandName = 'Samsung') as tb1 join Purchases pur1 on pur1.ProductId = tb1.ProductId) as a join Customers b on b.CustomerId = a.CustomerId where (b.FirstName like 'J%' or b.PhoneNumber like ""%4"" or b.CustomerId in (select tb4.CustomerId from (select pur2.ProductId, pur2.CustomerId, pro2.BrandName from Purchases pur2 join Products pro2 on pro2.ProductId = pur2.ProductId) as tb4 where tb4.BrandName = 'Apple' or tb4.BrandName = ""Google"")) group by ProductName order by a.ProductName "
769,11185,3893288,"select PR.ProductName, count(C.CustomerId) from ((Customers C inner join Purchases PU on C.CustomerId  = PU.CustomerId) inner join Products PR on     PR.ProductId = PU.ProductId) where PR.BrandName = 'Samsung' and (C.FirstName like 'J%' or C.PhoneNumber like '%4'       or exists( select PU2.CustomerId                 from  (Products PR2 inner join Purchases PU2 on PR2.ProductId = PU2.ProductId)                 where (PR2.BrandName = 'Apple' or PR2.BrandName = 'Google')                  and C.CustomerId = PU2.CustomerId )) group by  PR.ProductName order by  PR.ProductName;"
770,5460,3893288,"select a.ProductName, (     select count(*)     from Customers C Natural Join (Purchases P Natural Join Products PB)     where P.ProductId = a.ProductId and (         C.FirstName LIKE ""J%"" or         CAST(C.PhoneNumber AS CHAR) LIKE ""%4"" or         C.CustomerId in (             select PA.CustomerId             from Purchases PA Natural Join Products PrA             where PrA.BrandName = ""Apple""         )         or         C.CustomerId in (             select PG.CustomerId             from Purchases PG Natural Join Products PrG             where PrG.BrandName = ""Google""         )     ) ) as _count from Products Pr where a.BrandName = ""Samsung"" order by a.ProductName "
771,30765,3893288,"SELECT c.ProductName, COUNT(*) FROM Customers a, Purchases b, Products c WHERE c.BrandName = 'Samsung' AND a.CustomerId=pura.CustomerId AND pura.ProductId=c.ProductId AND a.FirstName IN (   SELECT DISTINCT c2.FirstName                     FROM Customers c2, Purchases purc2, Products prod2                     WHERE c2.PhoneNumber LIKE'%4'                     OR c2.FirstName LIKE 'J%'                     OR ((prod2.BrandName='Google'                         OR prod2.BrandName='Apple')                         AND (c2.CustomerId=purc2.CustomerId AND purc2.ProductId=prod2.ProductId)))  GROUP BY c.ProductName ORDER BY c.ProductName;"
772,33739,3893288,"SELECT ProductName, COUNT(*) FROM Products JOIN Purchases ON Purchases.ProductId = Products.ProductId WHERE Products.BrandName = ""Samsung""  AND (      EXISTS (         SELECT CustomerId         FROM Customers         WHERE Customers.CustomerId = Purchases.CustomerId AND (Customers.FirstName LIKE 'J%' OR MOD(Customers.PhoneNumber, 10) = 4)     )     OR (         EXISTS (             SELECT Products.ProductId             FROM Products             JOIN Purchases p2 ON p2.ProductId = Products.ProductId             WHERE Purchases.CustomerId = p2.CustomerId             AND Products.BrandName in (""Apple"", ""Google"")                  )      ) ) GROUP by ProductName ORDER by ProductName"
